UserId,ExperimentCondition,ExperimentIteration,level,ZombieKills,neutral,happy,sad,angry,fearful,disgusted,surprised,timesliceStart,timesliceEnd,Adaptation name,Adaptation time,timesliceStart_date,timesliceStart_time,timesliceEnd_date,timesliceEnd_time
1,Baseline-NoAdaptation,1,4,27,0.75181,0.01605,0.04329,0.02517,0.02824,0.11112,0.02432,"01/10/2026, 1:25:08 PM","01/10/2026, 1:25:09 PM",No.adaptation,,01/10/2026,1:25:08 PM,01/10/2026,1:25:09 PM
1,Baseline-NoAdaptation,1,4,27,0.73924,0.02122,0.04566,0.03252,0.02986,0.10546,0.02604,"01/10/2026, 1:25:09 PM","01/10/2026, 1:25:10 PM",No.adaptation,,01/10/2026,1:25:09 PM,01/10/2026,1:25:10 PM
1,Baseline-NoAdaptation,1,4,27,0.74855,0.01681,0.04677,0.03181,0.02461,0.11157,0.01988,"01/10/2026, 1:25:10 PM","01/10/2026, 1:25:11 PM",No.adaptation,,01/10/2026,1:25:10 PM,01/10/2026,1:25:11 PM
1,Baseline-NoAdaptation,1,4,27,0.75048,0.01378,0.05137,0.02059,0.02419,0.11783,0.02176,"01/10/2026, 1:25:11 PM","01/10/2026, 1:25:12 PM",No.adaptation,,01/10/2026,1:25:11 PM,01/10/2026,1:25:12 PM
1,Baseline-NoAdaptation,1,4,27,0.7488,0.01232,0.05765,0.02125,0.02413,0.11118,0.02467,"01/10/2026, 1:25:12 PM","01/10/2026, 1:25:13 PM",No.adaptation,,01/10/2026,1:25:12 PM,01/10/2026,1:25:13 PM
1,Baseline-NoAdaptation,1,4,27,0.74812,0.00222,0.06078,0.0187,0.02705,0.11151,0.03162,"01/10/2026, 1:25:13 PM","01/10/2026, 1:25:14 PM",No.adaptation,,01/10/2026,1:25:13 PM,01/10/2026,1:25:14 PM
1,Baseline-NoAdaptation,1,4,27,0.74268,0.0012,0.06111,0.01877,0.02875,0.12178,0.02571,"01/10/2026, 1:25:14 PM","01/10/2026, 1:25:15 PM",No.adaptation,,01/10/2026,1:25:14 PM,01/10/2026,1:25:15 PM
1,Baseline-NoAdaptation,1,4,27,0.73238,0.00076,0.06447,0.01981,0.03429,0.11714,0.03115,"01/10/2026, 1:25:15 PM","01/10/2026, 1:25:16 PM",No.adaptation,,01/10/2026,1:25:15 PM,01/10/2026,1:25:16 PM
1,Baseline-NoAdaptation,1,4,27,0.70749,0.01194,0.06196,0.02491,0.03501,0.12119,0.0375,"01/10/2026, 1:25:16 PM","01/10/2026, 1:25:17 PM",No.adaptation,,01/10/2026,1:25:16 PM,01/10/2026,1:25:17 PM
1,Baseline-NoAdaptation,1,4,27,0.71171,0.0132,0.05467,0.02828,0.03844,0.11978,0.03392,"01/10/2026, 1:25:17 PM","01/10/2026, 1:25:19 PM",No.adaptation,,01/10/2026,1:25:17 PM,01/10/2026,1:25:19 PM
1,Baseline-NoAdaptation,1,4,27,0.71215,0.00751,0.05156,0.02989,0.03833,0.11819,0.04237,"01/10/2026, 1:25:19 PM","01/10/2026, 1:25:20 PM",No.adaptation,,01/10/2026,1:25:19 PM,01/10/2026,1:25:20 PM
1,Baseline-NoAdaptation,1,4,27,0.71797,0.01193,0.05279,0.03364,0.02838,0.11539,0.0399,"01/10/2026, 1:25:20 PM","01/10/2026, 1:25:21 PM",No.adaptation,,01/10/2026,1:25:20 PM,01/10/2026,1:25:21 PM
1,Baseline-NoAdaptation,1,4,27,0.7111,0.01233,0.0552,0.03508,0.02504,0.11696,0.04429,"01/10/2026, 1:25:21 PM","01/10/2026, 1:25:22 PM",No.adaptation,,01/10/2026,1:25:21 PM,01/10/2026,1:25:22 PM
1,Baseline-NoAdaptation,1,4,27,0.7134,0.01276,0.05704,0.03511,0.02772,0.11227,0.0417,"01/10/2026, 1:25:22 PM","01/10/2026, 1:25:23 PM",No.adaptation,,01/10/2026,1:25:22 PM,01/10/2026,1:25:23 PM
1,Baseline-NoAdaptation,1,4,27,0.70892,0.00993,0.058,0.03659,0.03381,0.11824,0.03451,"01/10/2026, 1:25:23 PM","01/10/2026, 1:25:24 PM",No.adaptation,,01/10/2026,1:25:23 PM,01/10/2026,1:25:24 PM
1,Baseline-NoAdaptation,1,4,27,0.71054,0.01035,0.06513,0.03626,0.03521,0.11181,0.0307,"01/10/2026, 1:25:24 PM","01/10/2026, 1:25:25 PM",No.adaptation,,01/10/2026,1:25:24 PM,01/10/2026,1:25:25 PM
1,Baseline-NoAdaptation,1,4,27,0.71993,0.00958,0.06232,0.02756,0.03986,0.11069,0.03006,"01/10/2026, 1:25:25 PM","01/10/2026, 1:25:26 PM",No.adaptation,,01/10/2026,1:25:25 PM,01/10/2026,1:25:26 PM
1,Baseline-NoAdaptation,1,4,27,0.71651,0.00996,0.07214,0.03012,0.03683,0.10941,0.02503,"01/10/2026, 1:25:26 PM","01/10/2026, 1:25:27 PM",No.adaptation,,01/10/2026,1:25:26 PM,01/10/2026,1:25:27 PM
1,Baseline-NoAdaptation,1,4,27,0.72425,0.00228,0.07313,0.02552,0.04654,0.10704,0.02124,"01/10/2026, 1:25:27 PM","01/10/2026, 1:25:28 PM",No.adaptation,,01/10/2026,1:25:27 PM,01/10/2026,1:25:28 PM
1,Baseline-NoAdaptation,1,4,27,0.73836,0.00456,0.06894,0.02761,0.0388,0.10233,0.0194,"01/10/2026, 1:25:28 PM","01/10/2026, 1:25:30 PM",No.adaptation,,01/10/2026,1:25:28 PM,01/10/2026,1:25:30 PM
1,Baseline-NoAdaptation,1,4,27,0.76118,0.00586,0.06609,0.0242,0.02799,0.10229,0.01239,"01/10/2026, 1:25:30 PM","01/10/2026, 1:25:31 PM",No.adaptation,,01/10/2026,1:25:30 PM,01/10/2026,1:25:31 PM
1,Baseline-NoAdaptation,1,4,27,0.7764,0.00752,0.06395,0.02419,0.02275,0.09598,0.00921,"01/10/2026, 1:25:31 PM","01/10/2026, 1:25:32 PM",No.adaptation,,01/10/2026,1:25:31 PM,01/10/2026,1:25:32 PM
1,Baseline-NoAdaptation,1,4,27,0.77747,0.00739,0.06882,0.02683,0.01669,0.09375,0.00905,"01/10/2026, 1:25:32 PM","01/10/2026, 1:25:33 PM",No.adaptation,,01/10/2026,1:25:32 PM,01/10/2026,1:25:33 PM
1,Baseline-NoAdaptation,1,4,27,0.7669,0.00509,0.07853,0.02688,0.01702,0.10149,0.00409,"01/10/2026, 1:25:33 PM","01/10/2026, 1:25:34 PM",No.adaptation,,01/10/2026,1:25:33 PM,01/10/2026,1:25:34 PM
1,Baseline-NoAdaptation,1,4,27,0.76691,0.00523,0.08677,0.02319,0.0207,0.09719,1e-05,"01/10/2026, 1:25:34 PM","01/10/2026, 1:25:35 PM",No.adaptation,,01/10/2026,1:25:34 PM,01/10/2026,1:25:35 PM
1,Baseline-NoAdaptation,1,4,27,0.77682,0.00722,0.0821,0.02714,0.01675,0.0891,0.00087,"01/10/2026, 1:25:35 PM","01/10/2026, 1:25:36 PM",No.adaptation,,01/10/2026,1:25:35 PM,01/10/2026,1:25:36 PM
1,Baseline-NoAdaptation,1,4,27,0.76054,0.00979,0.07952,0.03219,0.02342,0.09157,0.00297,"01/10/2026, 1:25:36 PM","01/10/2026, 1:25:37 PM",No.adaptation,,01/10/2026,1:25:36 PM,01/10/2026,1:25:37 PM
1,Baseline-NoAdaptation,1,4,27,0.76472,0.0118,0.08026,0.03342,0.01933,0.08379,0.00668,"01/10/2026, 1:25:37 PM","01/10/2026, 1:25:38 PM",No.adaptation,,01/10/2026,1:25:37 PM,01/10/2026,1:25:38 PM
1,Baseline-NoAdaptation,1,4,27,0.76327,0.01271,0.08961,0.03291,0.01776,0.07667,0.00707,"01/10/2026, 1:25:38 PM","01/10/2026, 1:25:39 PM",No.adaptation,,01/10/2026,1:25:38 PM,01/10/2026,1:25:39 PM
1,Baseline-NoAdaptation,1,4,27,0.75907,0.00915,0.08604,0.03261,0.0212,0.07879,0.01314,"01/10/2026, 1:25:39 PM","01/10/2026, 1:25:41 PM",No.adaptation,,01/10/2026,1:25:39 PM,01/10/2026,1:25:41 PM
1,Baseline-NoAdaptation,1,4,27,0.76671,0.00924,0.091,0.0248,0.0198,0.08083,0.00762,"01/10/2026, 1:25:41 PM","01/10/2026, 1:25:42 PM",No.adaptation,,01/10/2026,1:25:41 PM,01/10/2026,1:25:42 PM
1,Baseline-NoAdaptation,1,4,27,0.76958,0.00936,0.09314,0.02765,0.01532,0.07815,0.0068,"01/10/2026, 1:25:42 PM","01/10/2026, 1:25:43 PM",No.adaptation,,01/10/2026,1:25:42 PM,01/10/2026,1:25:43 PM
1,Baseline-NoAdaptation,1,4,27,0.76304,0.00443,0.09347,0.02829,0.01848,0.08068,0.01161,"01/10/2026, 1:25:43 PM","01/10/2026, 1:25:44 PM",No.adaptation,,01/10/2026,1:25:43 PM,01/10/2026,1:25:44 PM
1,Baseline-NoAdaptation,1,4,27,0.76545,0.00525,0.08732,0.02663,0.01432,0.08771,0.01332,"01/10/2026, 1:25:44 PM","01/10/2026, 1:25:45 PM",No.adaptation,,01/10/2026,1:25:44 PM,01/10/2026,1:25:45 PM
1,Baseline-NoAdaptation,1,4,27,0.76039,1e-05,0.08714,0.02307,0.01858,0.0917,0.01911,"01/10/2026, 1:25:45 PM","01/10/2026, 1:25:46 PM",No.adaptation,,01/10/2026,1:25:45 PM,01/10/2026,1:25:46 PM
1,Baseline-NoAdaptation,1,4,27,0.76774,0.00498,0.08845,0.02052,0.01424,0.08877,0.0153,"01/10/2026, 1:25:46 PM","01/10/2026, 1:25:47 PM",No.adaptation,,01/10/2026,1:25:46 PM,01/10/2026,1:25:47 PM
1,Baseline-NoAdaptation,1,4,27,0.76363,0.00555,0.08617,0.0181,0.01874,0.09037,0.01744,"01/10/2026, 1:25:47 PM","01/10/2026, 1:25:48 PM",No.adaptation,,01/10/2026,1:25:47 PM,01/10/2026,1:25:48 PM
1,Baseline-NoAdaptation,1,4,27,0.75784,0.01761,0.08235,0.02286,0.02176,0.0867,0.01088,"01/10/2026, 1:25:48 PM","01/10/2026, 1:25:49 PM",No.adaptation,,01/10/2026,1:25:48 PM,01/10/2026,1:25:49 PM
1,Baseline-NoAdaptation,1,4,27,0.75756,0.015,0.07823,0.03158,0.02443,0.08561,0.00759,"01/10/2026, 1:25:49 PM","01/10/2026, 1:25:50 PM",No.adaptation,,01/10/2026,1:25:49 PM,01/10/2026,1:25:50 PM
1,Baseline-NoAdaptation,1,4,27,0.75066,0.01842,0.08253,0.02298,0.02892,0.08469,0.0118,"01/10/2026, 1:25:50 PM","01/10/2026, 1:25:52 PM",No.adaptation,,01/10/2026,1:25:50 PM,01/10/2026,1:25:52 PM
1,Baseline-NoAdaptation,1,4,27,0.75022,0.01752,0.07405,0.03446,0.02582,0.08023,0.0177,"01/10/2026, 1:25:52 PM","01/10/2026, 1:25:53 PM",No.adaptation,,01/10/2026,1:25:52 PM,01/10/2026,1:25:53 PM
1,Baseline-NoAdaptation,1,4,27,0.74487,0.01497,0.07519,0.03502,0.0302,0.08596,0.01379,"01/10/2026, 1:25:53 PM","01/10/2026, 1:25:54 PM",No.adaptation,,01/10/2026,1:25:53 PM,01/10/2026,1:25:54 PM
1,Baseline-NoAdaptation,1,4,27,0.74683,0.01673,0.06968,0.03978,0.02906,0.08392,0.014,"01/10/2026, 1:25:54 PM","01/10/2026, 1:25:55 PM",No.adaptation,,01/10/2026,1:25:54 PM,01/10/2026,1:25:55 PM
1,Baseline-NoAdaptation,1,4,27,0.74241,0.01365,0.07158,0.04666,0.03012,0.07852,0.01706,"01/10/2026, 1:25:55 PM","01/10/2026, 1:25:56 PM",No.adaptation,,01/10/2026,1:25:55 PM,01/10/2026,1:25:56 PM
1,Baseline-NoAdaptation,1,4,27,0.74276,0.0194,0.07544,0.04324,0.02806,0.07116,0.01994,"01/10/2026, 1:25:56 PM","01/10/2026, 1:25:57 PM",No.adaptation,,01/10/2026,1:25:56 PM,01/10/2026,1:25:57 PM
1,Baseline-NoAdaptation,1,4,27,0.74302,0.01901,0.07999,0.04344,0.02563,0.06972,0.01919,"01/10/2026, 1:25:57 PM","01/10/2026, 1:25:58 PM",No.adaptation,,01/10/2026,1:25:57 PM,01/10/2026,1:25:58 PM
1,Baseline-NoAdaptation,1,4,27,0.75818,0.02778,0.07319,0.04229,0.01153,0.07324,0.01379,"01/10/2026, 1:25:58 PM","01/10/2026, 1:25:59 PM",No.adaptation,,01/10/2026,1:25:58 PM,01/10/2026,1:25:59 PM
1,Baseline-NoAdaptation,1,4,27,0.771,0.03385,0.06229,0.04257,0.00775,0.07007,0.01247,"01/10/2026, 1:25:59 PM","01/10/2026, 1:26:00 PM",No.adaptation,,01/10/2026,1:25:59 PM,01/10/2026,1:26:00 PM
1,Baseline-NoAdaptation,1,4,27,0.77906,0.03149,0.0652,0.04298,0.00135,0.07621,0.00371,"01/10/2026, 1:26:00 PM","01/10/2026, 1:26:01 PM",No.adaptation,,01/10/2026,1:26:00 PM,01/10/2026,1:26:01 PM
1,Baseline-NoAdaptation,1,4,27,0.78006,0.02634,0.06208,0.03809,0.00555,0.07104,0.01684,"01/10/2026, 1:26:01 PM","01/10/2026, 1:26:03 PM",No.adaptation,,01/10/2026,1:26:01 PM,01/10/2026,1:26:03 PM
1,Baseline-NoAdaptation,1,4,27,0.78081,0.02701,0.06532,0.04071,1e-05,0.06505,0.02109,"01/10/2026, 1:26:03 PM","01/10/2026, 1:26:04 PM",No.adaptation,,01/10/2026,1:26:03 PM,01/10/2026,1:26:04 PM
1,Baseline-NoAdaptation,1,4,27,0.78796,0.0149,0.07016,0.04473,0.00519,0.05821,0.01885,"01/10/2026, 1:26:04 PM","01/10/2026, 1:26:05 PM",No.adaptation,,01/10/2026,1:26:04 PM,01/10/2026,1:26:05 PM
1,Baseline-NoAdaptation,1,4,27,0.78668,0.01372,0.07871,0.04541,1e-05,0.05304,0.02243,"01/10/2026, 1:26:05 PM","01/10/2026, 1:26:06 PM",No.adaptation,,01/10/2026,1:26:05 PM,01/10/2026,1:26:06 PM
1,Baseline-NoAdaptation,1,4,27,0.80172,0.00508,0.0815,0.04532,1e-05,0.05234,0.01403,"01/10/2026, 1:26:06 PM","01/10/2026, 1:26:07 PM",No.adaptation,,01/10/2026,1:26:06 PM,01/10/2026,1:26:07 PM
1,Baseline-NoAdaptation,1,4,27,0.80661,0.01104,0.07632,0.04421,1e-05,0.05027,0.01154,"01/10/2026, 1:26:07 PM","01/10/2026, 1:26:08 PM",No.adaptation,,01/10/2026,1:26:07 PM,01/10/2026,1:26:08 PM
1,Baseline-NoAdaptation,1,4,27,0.79007,0.01637,0.06961,0.04433,0.00089,0.06011,0.01862,"01/10/2026, 1:26:08 PM","01/10/2026, 1:26:09 PM",No.adaptation,,01/10/2026,1:26:08 PM,01/10/2026,1:26:09 PM
1,Baseline-NoAdaptation,1,4,27,0.7723,0.02106,0.07624,0.04644,1e-05,0.0689,0.01505,"01/10/2026, 1:26:09 PM","01/10/2026, 1:26:10 PM",No.adaptation,,01/10/2026,1:26:09 PM,01/10/2026,1:26:10 PM
1,Baseline-NoAdaptation,1,4,27,0.77258,0.02277,0.07564,0.04526,0.00122,0.06972,0.01281,"01/10/2026, 1:26:10 PM","01/10/2026, 1:26:11 PM",No.adaptation,,01/10/2026,1:26:10 PM,01/10/2026,1:26:11 PM
1,Baseline-NoAdaptation,1,4,27,0.77585,0.01553,0.08515,0.04165,1e-05,0.0688,0.01301,"01/10/2026, 1:26:11 PM","01/10/2026, 1:26:12 PM",No.adaptation,,01/10/2026,1:26:11 PM,01/10/2026,1:26:12 PM
1,Baseline-NoAdaptation,1,4,27,0.78234,0.02343,0.08901,0.03697,1e-05,0.05461,0.01363,"01/10/2026, 1:26:12 PM","01/10/2026, 1:26:14 PM",No.adaptation,,01/10/2026,1:26:12 PM,01/10/2026,1:26:14 PM
1,Baseline-NoAdaptation,1,4,27,0.78123,0.01926,0.08823,0.03005,0.0043,0.06165,0.01528,"01/10/2026, 1:26:14 PM","01/10/2026, 1:26:15 PM",No.adaptation,,01/10/2026,1:26:14 PM,01/10/2026,1:26:15 PM
1,Baseline-NoAdaptation,1,4,27,0.78298,0.02425,0.08223,0.03136,1e-05,0.06283,0.01634,"01/10/2026, 1:26:15 PM","01/10/2026, 1:26:16 PM",No.adaptation,,01/10/2026,1:26:15 PM,01/10/2026,1:26:16 PM
1,Baseline-NoAdaptation,1,4,27,0.78005,0.02503,0.08525,0.03028,0.00121,0.05483,0.02335,"01/10/2026, 1:26:16 PM","01/10/2026, 1:26:17 PM",No.adaptation,,01/10/2026,1:26:16 PM,01/10/2026,1:26:17 PM
1,Baseline-NoAdaptation,1,4,27,0.78349,0.02817,0.0765,0.02779,1e-05,0.05273,0.03131,"01/10/2026, 1:26:17 PM","01/10/2026, 1:26:18 PM",No.adaptation,,01/10/2026,1:26:17 PM,01/10/2026,1:26:18 PM
1,Baseline-NoAdaptation,1,4,27,0.77467,0.04466,0.07648,0.02683,0.00012,0.05259,0.02465,"01/10/2026, 1:26:18 PM","01/10/2026, 1:26:19 PM",No.adaptation,,01/10/2026,1:26:18 PM,01/10/2026,1:26:19 PM
1,Baseline-NoAdaptation,1,4,27,0.77349,0.03561,0.07786,0.02596,0.00829,0.04968,0.02911,"01/10/2026, 1:26:19 PM","01/10/2026, 1:26:20 PM",No.adaptation,,01/10/2026,1:26:19 PM,01/10/2026,1:26:20 PM
1,Baseline-NoAdaptation,1,4,27,0.75307,0.04125,0.0751,0.0246,0.01805,0.04371,0.04422,"01/10/2026, 1:26:20 PM","01/10/2026, 1:26:21 PM",No.adaptation,,01/10/2026,1:26:20 PM,01/10/2026,1:26:21 PM
1,Baseline-NoAdaptation,1,4,27,0.75092,0.04484,0.07155,0.01038,0.02423,0.04852,0.04956,"01/10/2026, 1:26:21 PM","01/10/2026, 1:26:22 PM",No.adaptation,,01/10/2026,1:26:21 PM,01/10/2026,1:26:22 PM
1,Baseline-NoAdaptation,1,4,27,0.75893,0.04103,0.0687,0.01399,0.02191,0.05301,0.04243,"01/10/2026, 1:26:22 PM","01/10/2026, 1:26:23 PM",No.adaptation,,01/10/2026,1:26:22 PM,01/10/2026,1:26:23 PM
1,Baseline-NoAdaptation,1,4,27,0.76694,0.03392,0.07746,0.01416,0.01651,0.05026,0.04075,"01/10/2026, 1:26:23 PM","01/10/2026, 1:26:25 PM",No.adaptation,,01/10/2026,1:26:23 PM,01/10/2026,1:26:25 PM
1,Baseline-NoAdaptation,1,4,27,0.75048,0.03916,0.07697,0.01788,0.01513,0.05051,0.04987,"01/10/2026, 1:26:25 PM","01/10/2026, 1:26:26 PM",No.adaptation,,01/10/2026,1:26:25 PM,01/10/2026,1:26:26 PM
1,Baseline-NoAdaptation,1,4,27,0.7426,0.03726,0.07217,0.0191,0.01707,0.05987,0.05193,"01/10/2026, 1:26:26 PM","01/10/2026, 1:26:27 PM",No.adaptation,,01/10/2026,1:26:26 PM,01/10/2026,1:26:27 PM
1,Baseline-NoAdaptation,1,4,27,0.7381,0.03228,0.07241,0.02819,0.01677,0.06309,0.04916,"01/10/2026, 1:26:27 PM","01/10/2026, 1:26:28 PM",No.adaptation,,01/10/2026,1:26:27 PM,01/10/2026,1:26:28 PM
1,Baseline-NoAdaptation,1,4,27,0.74122,0.03689,0.07116,0.02614,0.0055,0.06508,0.05401,"01/10/2026, 1:26:28 PM","01/10/2026, 1:26:29 PM",No.adaptation,,01/10/2026,1:26:28 PM,01/10/2026,1:26:29 PM
1,Baseline-NoAdaptation,1,4,27,0.74508,0.03197,0.0774,0.02685,0.00144,0.06927,0.04799,"01/10/2026, 1:26:29 PM","01/10/2026, 1:26:30 PM",No.adaptation,,01/10/2026,1:26:29 PM,01/10/2026,1:26:30 PM
1,Baseline-NoAdaptation,1,4,27,0.73428,0.02694,0.08054,0.0263,0.00268,0.07344,0.05582,"01/10/2026, 1:26:30 PM","01/10/2026, 1:26:31 PM",No.adaptation,,01/10/2026,1:26:30 PM,01/10/2026,1:26:31 PM
1,Baseline-NoAdaptation,1,4,27,0.72861,0.02529,0.08553,0.02547,0.00608,0.07644,0.05258,"01/10/2026, 1:26:31 PM","01/10/2026, 1:26:32 PM",No.adaptation,,01/10/2026,1:26:31 PM,01/10/2026,1:26:32 PM
1,Baseline-NoAdaptation,1,4,27,0.73896,0.02594,0.08308,0.02155,0.00242,0.07686,0.05119,"01/10/2026, 1:26:32 PM","01/10/2026, 1:26:33 PM",No.adaptation,,01/10/2026,1:26:32 PM,01/10/2026,1:26:33 PM
1,Baseline-NoAdaptation,1,4,27,0.74411,0.02474,0.0828,0.02928,1e-05,0.06612,0.05294,"01/10/2026, 1:26:33 PM","01/10/2026, 1:26:34 PM",No.adaptation,,01/10/2026,1:26:33 PM,01/10/2026,1:26:34 PM
1,Baseline-NoAdaptation,1,4,27,0.73364,0.02272,0.07567,0.02839,0.00396,0.07496,0.06066,"01/10/2026, 1:26:34 PM","01/10/2026, 1:26:36 PM",No.adaptation,,01/10/2026,1:26:34 PM,01/10/2026,1:26:36 PM
1,Baseline-NoAdaptation,1,4,27,0.72869,0.02272,0.07915,0.02635,0.00434,0.07646,0.06229,"01/10/2026, 1:26:36 PM","01/10/2026, 1:26:37 PM",No.adaptation,,01/10/2026,1:26:36 PM,01/10/2026,1:26:37 PM
1,Baseline-NoAdaptation,1,4,27,0.71772,0.02266,0.07698,0.01942,0.01052,0.08093,0.07177,"01/10/2026, 1:26:37 PM","01/10/2026, 1:26:38 PM",No.adaptation,,01/10/2026,1:26:37 PM,01/10/2026,1:26:38 PM
1,Baseline-NoAdaptation,1,4,27,0.72564,0.02478,0.07725,0.00767,0.01145,0.08157,0.07164,"01/10/2026, 1:26:38 PM","01/10/2026, 1:26:39 PM",No.adaptation,,01/10/2026,1:26:38 PM,01/10/2026,1:26:39 PM
1,Baseline-NoAdaptation,1,4,27,0.70723,0.03808,0.0786,1e-05,0.01646,0.08448,0.07514,"01/10/2026, 1:26:39 PM","01/10/2026, 1:26:40 PM",No.adaptation,,01/10/2026,1:26:39 PM,01/10/2026,1:26:40 PM
1,Baseline-NoAdaptation,1,4,27,0.70227,0.03622,0.07764,0.00297,0.01464,0.08987,0.07639,"01/10/2026, 1:26:40 PM","01/10/2026, 1:26:41 PM",No.adaptation,,01/10/2026,1:26:40 PM,01/10/2026,1:26:41 PM
1,Baseline-NoAdaptation,1,4,27,0.70835,0.03252,0.08179,0.00084,0.00633,0.08995,0.08022,"01/10/2026, 1:26:41 PM","01/10/2026, 1:26:42 PM",No.adaptation,,01/10/2026,1:26:41 PM,01/10/2026,1:26:42 PM
